"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n"".",2023-06-19 06:30:19.495142
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n"".",2023-06-19 06:34:46.356581
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 06:39:26.126687
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 06:40:47.952738
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 06:44:12.143205
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n"".",2023-06-19 06:46:47.154057
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 14:31:06.057764
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 14:32:05.297232
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 14:46:55.163029
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 14:49:07.746666
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 15:01:22.808223
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 15:11:27.603095
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 15:11:57.678704
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n"".",2023-06-19 15:12:39.763732
"i got up today at 5 am and studied till about 7. I started getting ready which i did a bit slow and got delayed to office, this was a bit frustrating. but I started working aaround 9AM. I attend a few calls, but started developing a headache, i need to finish my tasks on creating the cloud and modularization deck. i also need to still finish maura - tech ops deck. i need to get this done by tomorrow morning 9am.  I need to focus on the rest of the day.",2023-06-19 15:16:14.189469
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-19 18:13:34.602871
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-20 06:45:08.249803
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-20 06:47:36.286724
"""I making this entry at 7:16AM on 6/17. I got up at 5am and followed my morning routine. i drank water, did stretching and prayer. I should not have my phone with me during my brushing and morning routine, slowed me down and spent an extra 20mins. I started studying 6AM to work on OpenAI project. I got called my michelle at 6:30 and spent 40mins with my wife and kids cuddling. I can make to continue my study on OPenAI at 7:15AM \n\n###\n\n"" . ""its 6:39.  I got up at 5:45am and followed my morning routine. i drank water, did stretching and prayer. I didnt check anything on phone, that's a win. started studying 6:35AM to work on OpenAI project \n\n###\n\n"". ""Its 8:30. studied till 7:30 and then spent time with michelle and kids, we prayed together and did bath. feeling awesome \n\n###\n\n"". ""Its 11:00. couple of hours of not so productive time. watched movies. reminder to call capentry tomorrow at 9:30 and TLC at 9:45. follow up on roll deck and deck for maura. Stay focussed for the rest of the day. \n\n###\n\n",2023-06-20 06:48:05.302333
